5800.00,1.4407434463500977,3.253213882446289,0.45619798,0.482386,3.470807,-7.526137e-05
5400.00,1.4749319553375244,3.2129933834075928,0.17644471,0.20129615,3.7973483,-4.9691755e-07
3200.00,1.438096284866333,3.589614152908325,0.77633065,0.773511,3.975898,5.235862e-06
3000.00,1.3625988960266113,3.9525060653686523,0.74330217,0.7274804,4.0144544,1.8640032e-05
2000.00,1.4376215934753418,3.7501962184906006,0.07285795,0.10811015,4.204323,2.1707947e-06
400.00,1.4246348142623901,4.294912815093994,0.5161785,0.5407745,3.7455556,-2.3664235e-05
200.00,1.439672827720642,4.1820807456970215,0.67944366,0.69067985,4.099012,-1.16431365e-05
6000.00,1.5028804540634155,3.0559728145599365,0.62126917,0.6217911,3.4087517,6.311647e-05
5000.00,1.4495458602905273,3.576561689376831,0.066519395,0.05372858,3.679368,-8.3038407e-07
4800.00,1.4147142171859741,3.3956289291381836,1.5918121e-06,-2.8972793e-06,3.8930624,-1.6743383e-06
4200.00,1.4378515481948853,3.3590035438537598,0.15068159,0.10426238,3.8165338,-6.790439e-05
4000.00,1.3865033388137817,3.3647751808166504,0.23647119,0.25663617,3.8126268,-1.1691353e-06
3600.00,1.3953503370285034,3.5017876625061035,0.47763425,0.48588634,3.9748416,-0.00010062275
3800.00,1.392857313156128,3.5946288108825684,0.3345337,0.335471,3.9155633,-2.0589908e-07
3400.00,1.4280860424041748,3.285698890686035,0.66315216,0.65922356,3.8529294,0.00018903677
2600.00,1.4523826837539673,3.9200210571289062,0.41023475,0.39546603,3.5625577,-6.258952e-06
2200.00,1.2898657321929932,3.6015214920043945,0.13087165,0.16077471,3.786662,2.1157015e-07
2400.00,1.4139447212219238,3.960345983505249,0.27982953,0.2910519,3.9298944,-7.957136e-06
5200.00,1.441172480583191,3.594376564025879,0.103634775,0.100140005,3.695668,2.7914427e-06
4400.00,1.371916651725769,3.306575298309326,0.0619539,-0.0002552214,3.7262301,0.00025055898
800.00,1.384469747543335,3.660118341445923,0.25113976,0.25972497,3.8433905,-1.3492614e-05
1400.00,1.4352240562438965,4.097605228424072,-1.0918827e-05,-2.8633806e-06,4.0266795,1.0147604e-05
600.00,1.4286381006240845,4.201011657714844,0.3832062,0.36815393,3.8460782,-1.6264706e-06
0.00,5.8374409675598145,4.011459827423096,3.6469293,4.5284276,4.172585,3.2193687
1000.00,1.3755911588668823,4.078629016876221,0.13303448,0.15805069,3.8628755,-1.5653854e-05
2800.00,1.3201746940612793,3.7717742919921875,0.5892256,0.6238922,3.7115195,2.2520353e-06
4600.00,1.3960716724395752,3.2046048641204834,0.00037590566,-3.6850322e-06,3.5453215,-5.4792363e-06
1600.00,1.4179233312606812,3.7610466480255127,7.324881e-07,5.6881964e-07,3.8057034,-1.47643395e-05
5600.00,1.4660594463348389,3.330282211303711,0.29418364,0.30391112,3.4640296,4.6366342e-05
1800.00,1.4636996984481812,3.9213194847106934,0.013023351,8.553756e-05,3.8101816,3.5814503e-07
1200.00,1.4024142026901245,3.5633327960968018,0.07639618,0.049602505,4.056865,-5.628568e-05
