6.20,3.2528505325317383,0,2.0744061,2.0447836
6.00,2.078511953353882,0,1.0317127,1.1131759
5.30,0.44545552134513855,0,0.39726228,0.13466154
5.50,0.7967182397842407,0,0.31932697,0.5372224
5.10,0.28501924872398376,0,0.051300067,0.04085311
4.40,0.2668793201446533,0,0.05941886,0.060232684
3.80,1.21287202835083,0,0.5445397,0.6586173
3.90,0.8431276679039001,0,0.69981766,0.3862714
4.10,0.6855891942977905,0,0.54071736,0.71474975
5.40,0.6655532717704773,0,0.42386287,0.30806077
5.70,1.1114619970321655,0,0.6168553,0.6247616
3.40,2.2015113830566406,0,1.0663509,1.0794781
1.40,0.22501854598522186,0,0.263868,0.24456781
4.90,0.26291418075561523,0,0.22983019,-0.00018128428
5.60,0.7967182397842407,0,0.31932697,0.5372224
3.00,2.7286856174468994,0,1.5742668,1.6107712
1.60,0.17219674587249756,0,-2.7830301e-06,5.1193406e-06
4.60,0.26536673307418823,0,0.01870034,0.026639571
1.80,0.22156372666358948,0,0.03206034,0.03127363
3.10,4.314229965209961,0,2.5861545,2.5681982
5.90,1.6713258028030396,0,0.8236367,0.86178565
5.80,1.1114619970321655,0,0.6168553,0.6247616
1.90,0.22156372666358948,0,0.03206034,0.03127363
6.10,2.078511953353882,0,1.0317127,1.1131759
6.30,3.2528505325317383,0,2.0744061,2.0447836
3.30,3.929159164428711,0,2.2431471,2.4187365
5.20,0.44545552134513855,0,0.39726228,0.13466154
4.80,0.22939342260360718,0,-6.6574207e-06,-2.3526115e-06
4.20,0.4433201551437378,0,0.13318393,0.4581446
0.90,0.661386251449585,0,0.51643103,0.21518873
2.30,0.5843620300292969,0,0.17483522,0.40948012
4.70,0.22939342260360718,0,-6.6574207e-06,-2.3526115e-06
3.50,1.867393136024475,0,0.83968765,0.9044358
0.30,2.3253862857818604,0,1.3244962,1.3281938
0.60,1.3486028909683228,0,0.6175113,0.65593714
1.70,0.23811714351177216,0,0.02969444,-1.1086485e-05
2.80,1.489970088005066,0,0.71975565,0.81949216
2.10,0.43802565336227417,0,0.14594737,0.55134284
1.10,0.37130898237228394,0,0.12395114,0.31420067
2.00,0.35114729404449463,0,0.20178965,0.112503015
0.10,2.9008700847625732,0,1.7957044,1.8804011
2.20,0.5843620300292969,0,0.17483522,0.40948012
2.50,1.0560840368270874,0,0.46411455,0.7614343
1.20,0.37130898237228394,0,0.12395114,0.31420067
4.30,0.4433201551437378,0,0.13318393,0.4581446
1.00,0.4866853356361389,0,0.408426,0.63895845
2.70,1.489970088005066,0,0.71975565,0.81949216
2.60,1.2787621021270752,0,0.5460312,0.55030596
1.30,0.22501854598522186,0,0.263868,0.24456781
3.60,1.5069642066955566,0,0.69508034,0.843034
5.00,0.28501924872398376,0,0.051300067,0.04085311
0.50,1.3486028909683228,0,0.6175113,0.65593714
2.90,1.9390692710876465,0,0.91623336,0.8987712
3.20,3.929159164428711,0,2.2431471,2.4187365
1.50,0.17604736983776093,0,1.2685284e-05,-2.7619466e-05
4.50,0.26536673307418823,0,0.01870034,0.026639571
3.70,1.21287202835083,0,0.5445397,0.6586173
4.00,0.6855891942977905,0,0.54071736,0.71474975
2.40,0.7076209187507629,0,0.65131867,0.25957248
0.80,0.7713291645050049,0,0.3063341,0.7053396
0.70,1.1134604215621948,0,0.6966343,0.4623049
0.00,4.231248378753662,0,3.2562287,3.693745
0.40,1.6280388832092285,0,0.7892586,0.8200803
0.20,2.3253862857818604,0,1.3244962,1.3281938
